# Atomic number Z= 29  Date:10-1-2023

# Number	Shelli	2Ji	Eigi	Total Energy (eV)	Ground Energy(eV)	Partial Width (eV)
	325		L3M44p	 2	 1		-44012.47942		949.40393           0.03170620493699074
	326		L3M54p	 2	 2		-44012.21320		949.67015           0.031511796515548585
	327		L3M54p	 2	 11		-44008.44911		953.43424           0.04141419941809807
	328		L3M54p	 2	 12		-44008.23187		953.65148           0.04553054754118614
	329		L3M54p	 2	 13		-44008.18865		953.6947            0.04809717104561333
	330		L3M54p	 2	 14		-44007.94189		953.94146           0.04996069472471529
	331		L3M44p	 2	 15		-44006.59890		955.28445           0.04634350437076762
	332		L3M44p	 2	 16		-44006.13606		955.74729           0.04065063000559899
	333		L3M44p	 2	 17		-44005.64382		956.23953           0.041046713358394285
	334		L3M54p	 2	 18		-44004.40089		957.48246           0.04594622363177208
	335		L2M44p	 2	 19		-43992.30495		969.5784            0.024557776759943077
	336		L2M44p	 2	 20		-43991.71930		970.16405           0.025066908820971585
	337		L3M44p	 2	 3		-44010.91716		950.96619           0.03973692220904679
	338		L2M54p	 2	 21		-43990.59492		971.28843           0.04562720250791939
	339		L2M54p	 2	 22		-43990.16964		971.71371           0.04810367506035049
	340		L2M54p	 2	 23		-43989.52245		972.3609            0.05607325519314304
	341		L2M44p	 2	 24		-43989.05123		972.83212           0.05177579558322849
	342		L2M44p	 2	 25		-43989.00170		972.88165           0.05307091976386493
	343		L2M44p	 2	 26		-43988.65492		973.22843           0.052664995992710996
	344		L2M44p	 2	 27		-43987.97719		973.90616           0.01396281027030743
	345		L2M54p	 2	 28		-43987.01157		974.87178           0.040592616931954345
	346		L2M44p	 2	 29		-43985.05441		976.82894           0.04618747660093287
	347		L3M44p	 2	 4		-44010.37641		951.50694           0.04814357235020605
	348		L3M44p	 2	 5		-44010.10260		951.78075           0.04913107646992583
	349		L3M44p	 2	 6		-44009.84688		952.03647           0.04817814419113636
	350		L3M44p	 2	 7		-44009.69829		952.18506           0.051651268028731885
	351		L3M44p	 2	 8		-44009.44108		952.44227           0.044686364911005236
	352		L3M44p	 2	 9		-44009.23701		952.64634           0.046152034956237334
	353		L3M54p	 2	 10		-44008.67987		953.20348           0.06242289684377658
	354		L3M54p	 4	 1		-44012.46333		949.42002           0.03173569512802219
	355		L3M44p	 4	 2		-44012.42826		949.45509           0.03136816667539528
	356		L3M44p	 4	 11		-44009.62875		952.2546            0.04814439315250374
	357		L3M44p	 4	 12		-44009.22473		952.65862           0.04450642453390012
	358		L3M54p	 4	 13		-44008.68411		953.19924           0.07423619229331382
	359		L3M54p	 4	 14		-44008.26596		953.61739           0.06617659111548711
	360		L3M54p	 4	 15		-44008.20389		953.67946           0.054138055402629254
	361		L3M54p	 4	 16		-44008.06174		953.82161           0.040733021143989585
	362		L3M54p	 4	 17		-44007.94984		953.93351           0.05013836743414068
	363		L3M44p	 4	 18		-44007.45753		954.42582           0.044452477370857515
	364		L3M44p	 4	 19		-44006.65364		955.22971           0.05501083725900408
	365		L3M44p	 4	 20		-44006.01592		955.86743           0.04976292159634892
	366		L3M54p	 4	 3		-44012.27709		949.60626           0.028097837466301626
	367		L3M54p	 4	 21		-44004.96847		956.91488           0.05170542646588791
	368		L3M54p	 4	 22		-44004.54588		957.33747           0.048989149836299234
	369		L2M44p	 4	 23		-43992.29884		969.58451           0.023949241852020516
